route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
"1004295345","4418_247734","4418_297886","Firenze Smn","18266","1","1872405686"
"1004295345","4418_247734","4418_297887","Firenze Smn","18288","1","30600122"
"1004295345","4418_247734","4418_297888","Pontedera C.T.","18438","1","440114965"
"1004295345","4418_247734","4418_297889","Firenze Smn","18393*18394","1","1296221357"
"1004295345","4418_247734","4418_297890","Pisa C.Le","18439","0","2804638094"
"1004295345","4418_247734","4418_297891","Pisa C.Le","18327","0","3223097838"
"1004295345","4418_247734","4418_297892","Pisa C.Le","18295","0","3223097838"
"1004295345","4418_247734","4418_297893","Firenze Smn","18282","1","30600122"
"1004295345","4418_247734","4418_297894","Pisa C.Le","18431","0","2804638094"
"1004295345","4418_247734","4418_297895","Firenze Smn","18286","1","1872405686"
"1004295345","4418_247734","4418_297896","Pisa C.Le","18275","0","3223097838"
"1004295345","4418_247734","4418_297897","Firenze Smn","18391*18392","1","918803798"
"1004295345","4418_247734","4418_297898","Pisa C.Le","18323","0","2545718567"
"1004295345","4418_247734","4418_297899","Empoli","18305","0","2436164684"
"1004295345","4418_247734","4418_297900","Firenze Smn","04028","1","2192073495"
"1004295345","4418_247734","4418_297901","La Spezia C.","18361*18362","0","2285329098"
"1004295345","4418_247734","4418_297902","Pisa C.Le","18433","0","2804638094"
"1004295345","4418_247734","4418_297903","Firenze Smn","18296","1","30600122"
"1004295345","4418_247734","4418_297904","Firenze Smn","18290","1","1872405686"
"1004295345","4418_247734","4418_297905","Pisa C.Le","18283","0","3038614917"
